PERMNO,DATE,RET,YEAR
10177,05/11/1987,0.000000,1987
10177,05/12/1987,-0.090909,1987
10177,05/13/1987,0.050000,1987
10177,05/14/1987,-0.023810,1987
10177,05/15/1987,0.024390,1987
10177,05/18/1987,-0.047619,1987
10177,05/19/1987,-0.050000,1987
10177,05/20/1987,-0.052632,1987
10177,05/21/1987,0.055556,1987
10177,05/22/1987,0.000000,1987
10177,05/26/1987,0.052632,1987
10177,05/27/1987,0.000000,1987
10177,05/28/1987,-0.025000,1987
10177,05/29/1987,0.025641,1987
10177,06/01/1987,-0.025000,1987
10177,06/02/1987,0.051282,1987
10177,06/03/1987,0.073171,1987
10177,06/04/1987,-0.045455,1987
10177,06/05/1987,0.000000,1987
10177,06/08/1987,-0.047619,1987
10177,06/09/1987,0.075000,1987
10177,06/10/1987,-0.023256,1987
10177,06/11/1987,0.023810,1987
10177,06/12/1987,-0.023256,1987
10177,06/15/1987,0.000000,1987
10177,06/16/1987,0.000000,1987
10177,06/17/1987,0.000000,1987
10177,06/18/1987,0.000000,1987
10177,06/19/1987,-0.023810,1987
10177,06/22/1987,0.024390,1987
10177,06/23/1987,-0.023810,1987
10177,06/24/1987,-0.024390,1987
10177,06/25/1987,0.100000,1987
10177,06/26/1987,0.022727,1987
10177,06/29/1987,0.000000,1987
10177,06/30/1987,-0.066667,1987
10177,07/01/1987,0.047619,1987
10177,07/02/1987,-0.045455,1987
10177,07/06/1987,0.000000,1987
10177,07/07/1987,0.000000,1987
10177,07/08/1987,0.000000,1987
10177,07/09/1987,-0.023810,1987
10177,07/10/1987,0.000000,1987
10177,07/13/1987,0.048780,1987
10177,07/14/1987,0.000000,1987
10177,07/15/1987,-0.069767,1987
10177,07/16/1987,0.000000,1987
10177,07/17/1987,0.000000,1987
10177,07/20/1987,0.050000,1987
10177,07/21/1987,0.000000,1987
10177,07/22/1987,-0.047619,1987
10177,07/23/1987,0.025000,1987
10177,07/24/1987,0.024390,1987
10177,07/27/1987,-0.023810,1987
10177,07/28/1987,0.024390,1987
10177,07/29/1987,0.000000,1987
10177,07/30/1987,0.047619,1987
10177,07/31/1987,-0.045455,1987
10177,08/03/1987,0.095238,1987
10177,08/04/1987,-0.086957,1987
10177,08/05/1987,0.047619,1987
10177,08/06/1987,0.000000,1987
10177,08/07/1987,-0.045455,1987
10177,08/10/1987,-0.047619,1987
10177,08/11/1987,0.050000,1987
10177,08/12/1987,0.000000,1987
10177,08/13/1987,-0.095238,1987
10177,08/14/1987,0.052632,1987
10177,08/17/1987,-0.050000,1987
10177,08/18/1987,0.052632,1987
10177,08/19/1987,-0.050000,1987
10177,08/20/1987,0.052632,1987
10177,08/21/1987,0.000000,1987
10177,08/24/1987,-0.025000,1987
10177,08/25/1987,0.076923,1987
10177,08/26/1987,-0.023810,1987
10177,08/27/1987,0.000000,1987
10177,08/28/1987,0.000000,1987
10177,08/31/1987,-0.024390,1987
10177,09/01/1987,-0.050000,1987
10177,09/02/1987,0.000000,1987
10177,09/03/1987,0.000000,1987
10177,09/04/1987,0.000000,1987
10177,09/08/1987,-0.105263,1987
10177,09/09/1987,0.088235,1987
10177,09/10/1987,0.000000,1987
10177,09/11/1987,-0.027027,1987
10177,09/14/1987,0.000000,1987
10177,09/15/1987,-0.055556,1987
10177,09/16/1987,0.000000,1987
10177,09/17/1987,0.117647,1987
10177,09/18/1987,0.000000,1987
10177,09/21/1987,-0.052632,1987
10177,09/22/1987,-0.055556,1987
10177,09/23/1987,0.058824,1987
10177,09/24/1987,-0.027778,1987
10177,09/25/1987,0.028571,1987
10177,09/28/1987,-0.111111,1987
10177,09/29/1987,0.062500,1987
10177,09/30/1987,0.058824,1987
10177,10/01/1987,-0.055556,1987
10177,10/02/1987,0.000000,1987
10177,10/05/1987,0.000000,1987
10177,10/06/1987,0.000000,1987
10177,10/07/1987,0.000000,1987
10177,10/08/1987,-0.058824,1987
10177,10/09/1987,0.000000,1987
10177,10/12/1987,0.062500,1987
10177,10/13/1987,0.000000,1987
